SongNumber,Title,ArtistName,SearchStr,market
221643,Where Am I,Miika Kuisma,where am i miika kuisma,us
416127,Song For Emma,Joe Walsh,song for emma joe walsh,us
529449,Death Trap - Original,Jackie Mittoo,death trap - original jackie mittoo,us
887837,Happy Holidays_  Parts 1 & 2,Ohio Players,happy holidays_  parts 1 & 2 ohio players,us
667524,Lie To Me (Album Version),Martin Zellar,lie to me (album version) martin zellar,it
481119,Daggo Mentality,Ricochet Klashnekoff,daggo mentality ricochet klashnekoff,nl
627305,J'ai jamais trahi,Puzzle,j'ai jamais trahi puzzle,us
679021,No More Heroes (Live),Hugh Cornwell,no more heroes (live) hugh cornwell,us
744287,Rothko Chapel 5,Morton Feldman,rothko chapel 5 morton feldman,us
919227,Chase Line,Torpedo Boyz,chase line torpedo boyz,us
530626,Adoumestica Una Terro,Stille Volk,adoumestica una terro stille volk,it
823821,Sanity's End,Threshold,sanity's end threshold,us
339536,Pretending To ...,EMBASSY,pretending to ... embassy,us
581885,Bate Boca (De'Santagustin'),Tom Zé,bate boca (de'santagustin') tom zé,us
460505,highway 7,K-OS,highway 7 k-os,us
593597,Better Together (Made Famous By Jack Johnson),Yoga Pop Ups,better together (made famous by jack johnson) yoga pop ups,us
857560,Le Grand Serpent Maigre,Les Compagnons De La Chanson,le grand serpent maigre les compagnons de la chanson,fr
816044,Roman Guitar,LOU MONTE,roman guitar lou monte,fr
655363,Storm,YGGDRASIL,storm yggdrasil,us
228102,New World,Tech-9,new world tech-9,us
34017,Over And Out,Foo Fighters,over and out foo fighters,us
321283,Ain't She Sweet,Liverpool,ain't she sweet liverpool,us
98608,He Brought Me Out,Dorothy Norwood,he brought me out dorothy norwood,us
941083,Ett minne som står still (I'd Do It All Again),Alf Robertson,ett minne som står still (i'd do it all again) alf robertson,us
509422,Big Drag (Sony Connect Set),Limbeck,big drag (sony connect set) limbeck,us
635936,II,Akissforjersey,ii akissforjersey,us
666327,Rocket Science,MHz,rocket science mhz,us
456706,He de saber,Hombres G,he de saber hombres g,es
125092,Me_ My Drugs_ And I,Ben Connelly,me_ my drugs_ and i ben connelly,us
135965,The Old Rugged Cross,Jim Nabors,the old rugged cross jim nabors,us
92496,The Unknown,TO/DIE/FOR,the unknown to/die/for,us
742825,Fashion Victim',Lorie,fashion victim' lorie,us
260703,Love,Marilyn Crispell,love marilyn crispell,it
364434,Georgia On My Mind,James Clay,georgia on my mind james clay,us
865787,Que Pecado,Isabel Pantoja,que pecado isabel pantoja,es
936422,Fix Me (Raul Rincon Full Vocal Mix),Velvet,fix me (raul rincon full vocal mix) velvet,us
79162,No Substitute (2003 Digital Remaster),Vinnie Vincent Invasion,no substitute (2003 digital remaster) vinnie vincent invasion,it
454500,Memphis Mail,Scott Dunbar,memphis mail scott dunbar,fr
761805,Nine Times Blue,The Monkees,nine times blue the monkees,us
454091,Desert Song,Fair Warning,desert song fair warning,us
839115,Don't Forget To Write,Last Winter,don't forget to write last winter,us
486026,Didn't It Rain,Mahalia Jackson,didn't it rain mahalia jackson,us
418092,Nobody Move_ Nobody Get Hurt (Acoustic),We Are Scientists,nobody move_ nobody get hurt (acoustic) we are scientists,us
175469,Day After Day,Arty,day after day arty,us
140274,tonight,Jazzamor,tonight jazzamor,us
138308,Telephone,Lady Gaga / Beyoncé,telephone lady gaga / beyoncé,us
746964,Un peu plus haut _ un peur plus loin,Giorgia Fumanti,un peu plus haut _ un peur plus loin giorgia fumanti,fr
984677,Boogie Woogie (1949),Professor Longhair,boogie woogie (1949) professor longhair,us
852979,Tropicana,Chuck E. Weiss,tropicana chuck e. weiss,us
825442,Look At Me,Tramaine Hawkins,look at me tramaine hawkins,us
869905,Stay,Oliver Welter / Stefan Deisenberger / Herwig Zamernik,stay oliver welter / stefan deisenberger / herwig zamernik,us
358403,Quiero Morir En Tu Piel,Willie Gonzalez,quiero morir en tu piel willie gonzalez,es
935482,Show Me The Way,Carleen Anderson,show me the way carleen anderson,us
196698,Sigue la rueda girando,Seguridad Social,sigue la rueda girando seguridad social,es
616848,Welcome To the Club (Main Mix),Plasmic Honey,welcome to the club (main mix) plasmic honey,us
389933,Revelry,Kings Of Leon,revelry kings of leon,us
510608,Old Tyme Hockey,Two Man Advantage,old tyme hockey two man advantage,us
72401,Second Hand Rose (Digitally Remastered 99),Mrs. Miller,second hand rose (digitally remastered 99) mrs. miller,us
253480,Introitus: Requiem: Recordare,Kuijken Kwartet,introitus: requiem: recordare kuijken kwartet,nl
241402,A Picture Of Her,Vincent Gallo,a picture of her vincent gallo,us
660657,Luurankosoturien armeija,Ra,luurankosoturien armeija ra,us
108719,If You Don't Want My Love,Richard Marx,if you don't want my love richard marx,us
145323,Sternentanz,Sabrina  -  Für immer und ewig ...,sternentanz sabrina  -  für immer und ewig ...,us
177796,Pioneer Scalps,Cast Spells,pioneer scalps cast spells,us
692105,First Stroke (Scratch Massive Remix),Swen Weber,first stroke (scratch massive remix) swen weber,us
429072,My Wild Country Friends,Ufych,my wild country friends ufych,us
674858,La (Jonesey's Club Mix),Marc Et Claude,la (jonesey's club mix) marc et claude,fr
973111,Y Llegaste Tú,Shaila Dúrcal,y llegaste tú shaila dúrcal,es
163534,Eden Dub - Original,Sly & Robbie,eden dub - original sly & robbie,us
986923,Novelle,Ronan,novelle ronan,it
822982,Wedding Song,The Psychedelic Furs,wedding song the psychedelic furs,us
20946,Too Late (Never Said) [Album Version],Curtis Peoples,too late (never said) [album version] curtis peoples,us
344585,Holy Pictures,David Holmes,holy pictures david holmes,us
716700,Concerto for Violine_ Violoncello and Orchestra_ Op. 102 in A Minor: Andante,Berlin Symphony Orchestra,concerto for violine_ violoncello and orchestra_ op. 102 in a minor: andante berlin symphony orchestra,us
616811,Focus,The Forms,focus the forms,us
733640,Crazy,Mud,crazy mud,us
633921,Peshkar,Akram Khan,peshkar akram khan,us
402832,Flex 2008,2 Pistols,flex 2008 2 pistols,us
882973,White Trash Wedding,Emmon,white trash wedding emmon,us
624140,"Im Cured""",John Otway,"im cured"" john otway",us
81524,Because They're Young,Duane Eddy,because they're young duane eddy,us
861936,The Big Time,Robin Holcomb,the big time robin holcomb,us
322790,Amar Y Vivir,Antonio Machín,amar y vivir antonio machín,es
432860,Violin Concerto in E minor_ Op.64 - II. Andante,Jascha Heifetz,violin concerto in e minor_ op.64 - ii. andante jascha heifetz,it
321836,Calentamiento,Jadiel,calentamiento jadiel,es
907286,Sharmao Nah,Faiz Ali Faiz,sharmao nah faiz ali faiz,us
489504,The Failures of Calculus,Unitus,the failures of calculus unitus,us
589706,Deseanandote,Orquesta Reve,deseanandote orquesta reve,pt
926931,Ticket 2 Ride,Syke 'n' Sugarstarr,ticket 2 ride syke 'n' sugarstarr,us
401860,Afraid,The Dj Producer,afraid the dj producer,us
5131,Ilios The Sun,Ale Möller,ilios the sun ale möller,it
157435,It's Christmas (with Winter Wonderland),The Brooklyn Tabernacle Choir,it's christmas (with winter wonderland) the brooklyn tabernacle choir,us
758178,The Hateful Eye,Little Big Adventure,the hateful eye little big adventure,us
336849,Death Is Only a Dream,The Stanley Brothers,death is only a dream the stanley brothers,us
37064,I Can't Help It,Margaret Whiting,i can't help it margaret whiting,us
341930,I Do This!,Insane Clown Posse,i do this! insane clown posse,us
297998,Lisbon Antigua,Tex Beneke And His Orchestra,lisbon antigua tex beneke and his orchestra,us
978631,Herbie On Rhodes (Sounds Like Pooley Mix),Funk D'Void,herbie on rhodes (sounds like pooley mix) funk d'void,us
589918,Nursery Rhymes (Intro) (LP Version),Silk,nursery rhymes (intro) (lp version) silk,us
723031,Kissing Game,Juan Gotti,kissing game juan gotti,us
720762,Divertinaje,La Gran Orquesta Republicana,divertinaje la gran orquesta republicana,es
277292,Bob Turkee,NOFX,bob turkee nofx,us
500623,Forget About Your Bones,B.C. Camplight,forget about your bones b.c. camplight,us
646400,More To Her Than Meets The Eye,Johan Palm,more to her than meets the eye johan palm,us
252049,Self-Deception,De/Vision,self-deception de/vision,fr
555238,Panik - Skit,Kool Savas & Azad,panik - skit kool savas & azad,us
605539,Il Fiume,Eugenio Finardi,il fiume eugenio finardi,it
148140,Dance Among Strangers,Shades of Rhythm,dance among strangers shades of rhythm,us
632771,Foliada de Padrenda - Danza de Ribadavia - Pasacorredoiras do Condado,Lume,foliada de padrenda - danza de ribadavia - pasacorredoiras do condado lume,pt
292340,Malé Malé,Estrellas Cubanas,malé malé estrellas cubanas,es
301077,Prime trooper,Kay D Smith,prime trooper kay d smith,us
317204,Hayfever,T-99,hayfever t-99,us
71361,Silfurgeitungur,Stafraenn Hakon,silfurgeitungur stafraenn hakon,us
903249,Used To Be A Lover_ But Now I'm A Fighter,The Woggles,used to be a lover_ but now i'm a fighter the woggles,us
112492,Nookie,Jamesy P,nookie jamesy p,us
871587,Since You Came Into My Life,J.C. Lodge,since you came into my life j.c. lodge,us
466813,Sha-La-La,The Shirelles,sha-la-la the shirelles,us
198595,We Are The Boys,Mansun,we are the boys mansun,us
132818,In The Year 2525,Kitbuilders,in the year 2525 kitbuilders,us
713680,You Can't Settle Blood,Sam Baker,you can't settle blood sam baker,us
521808,Fascinating,Cheeky Cheeky And The Nosebleeds,fascinating cheeky cheeky and the nosebleeds,us
121417,Music Kills Me,rinôçérôse,music kills me rinôçérôse,fr
623286,Make U Mine (featuring Mike Shorey) (Main Version Amended),Fabolous featuring Mike Shorey,make u mine (featuring mike shorey) (main version amended) fabolous featuring mike shorey,us
219717,Privat Regn,Kråkesølv,privat regn kråkesølv,us
30557,Deep Blue Sea,Silent Waves,deep blue sea silent waves,fr
194674,Come On Let's Go,The McCoys,come on let's go the mccoys,us
430038,My Only Prayer,Chris Knight,my only prayer chris knight,us
149891,The Way Life Is,Drag-On,the way life is drag-on,us
378555,QB Duo (Feat. Dog of ACD),Big Noyd,qb duo (feat. dog of acd) big noyd,us
168638,Roihuvuori orig.,Avain feat. Jurassikki,roihuvuori orig. avain feat. jurassikki,us
134328,A Case Of Too Much Love Makin',Kim Weston,a case of too much love makin' kim weston,us
588149,Sailing Away,Moya Brennan,sailing away moya brennan,us
968480,FreakinFreak,Dot Dot Curve,freakinfreak dot dot curve,us
510404,Billie Jean Blues,Guitar Shorty,billie jean blues guitar shorty,fr
631855,Butterfly,Cub Country,butterfly cub country,us
924723,Numbered_ Well Ordered_ Stocked In A Big Grey Square Of Boxes (Metropolitan Disease),Stendeck,numbered_ well ordered_ stocked in a big grey square of boxes (metropolitan disease) stendeck,us
144165,Tu Es Mon Autre,Lara Fabian / Maurane,tu es mon autre lara fabian / maurane,fr
713225,Wicked Owl (Album Version),Battle,wicked owl (album version) battle,us
813339,Ainda Te Sinto Tão Perto,Adelaide Ferreira,ainda te sinto tão perto adelaide ferreira,pt
55952,Don't Blame Me,The Andrews Sisters,don't blame me the andrews sisters,us
415992,Push den König,Quasi feat. Serk,push den könig quasi feat. serk,us
210413,Fun In The UK,The Pop Rivets,fun in the uk the pop rivets,us
512231,Almost Everything Is Boinga (featuring Alicia Keys),The Backyardigans,almost everything is boinga (featuring alicia keys) the backyardigans,us
296473,Glory - High Key Track without BGVs,Big Daddy Weave,glory - high key track without bgvs big daddy weave,us
519453,No Matter What,Heavy D,no matter what heavy d,us
792255,Lo Peor Junto (Con Kami y Supernafamacho -CPV-),7 Notas 7 Colores,lo peor junto (con kami y supernafamacho -cpv-) 7 notas 7 colores,es
708782,Andas Junto A Mí,Presuntos Implicados,andas junto a mí presuntos implicados,es
160159,Baby_ Lets Play House,Arthur Gunter,baby_ lets play house arthur gunter,us
399387,Nu $kool,Ozma & DJ Art,nu $kool ozma & dj art,us
34518,E' Morto Un Artista,Donatella Rettore,e' morto un artista donatella rettore,it
355003,Bouge Tes Cheveux (feat. Dj Pone),Triptik,bouge tes cheveux (feat. dj pone) triptik,fr
726959,Escaping Reality,Nitty Gritty Dirt Band,escaping reality nitty gritty dirt band,us
194395,Brighter (Album Version),Paramore,brighter (album version) paramore,us
973338,Warship,The Band of H.M. Royal Marines,warship the band of h.m. royal marines,us
168203,Amores Que Matan,Diego Torres,amores que matan diego torres,es
688048,War Is Hell [On The Homefront Too] [Album Version],T.G. Sheppard,war is hell [on the homefront too] [album version] t.g. sheppard,us
463927,Don't Work Yourself Up,Tristan Prettyman,don't work yourself up tristan prettyman,us
625706,Les Cloches Sonnaient,Claude François,les cloches sonnaient claude françois,fr
676327,False Jesii Part 2 (Album),Pissed Jeans,false jesii part 2 (album) pissed jeans,us
991098,If You Can'T Get Me Off Your Mind,Amp Fiddler,if you can't get me off your mind amp fiddler,us
107549,Plays,Secret Mommy,plays secret mommy,fr
429704,Don't Hang Up,The Orlons,don't hang up the orlons,us
953385,Tack För Kaffet (Accapella),Timbuktu,tack för kaffet (accapella) timbuktu,us
784677,Light Blue Collar,Luti-kriss,light blue collar luti-kriss,fr
710625,Eggshell,Godhead,eggshell godhead,us
311990,Lollobrigida,Oscar Peterson,lollobrigida oscar peterson,es
683721,Dismantle Me (Acoustic Version),The Distillers,dismantle me (acoustic version) the distillers,us
915389,How Long,Samiam,how long samiam,us
357469,Fading Like A Flower (Extended Mix),Dancing DJ's v Roxette,fading like a flower (extended mix) dancing dj's v roxette,us
636833,C'mon,Micall Parknsun,c'mon micall parknsun,us
383780,Lifesize,A C Temple,lifesize a c temple,us
65769,First Oracle,Julian's Treatment,first oracle julian's treatment,us
734835,All That You Dream,Little Feat,all that you dream little feat,us
781974,I Don't Want To Hurt You,Last Autumn's Dream,i don't want to hurt you last autumn's dream,us
875036,Buma,The Flying Bulgar Klezmer Band,buma the flying bulgar klezmer band,us
916198,Outro,Mothers Pride,outro mothers pride,us
727906,How did the affair end?,In Flagranti,how did the affair end? in flagranti,us
189408,Get Down Tonight (Miami Mix),KC And The Sunshine Band,get down tonight (miami mix) kc and the sunshine band,us
289089,Metaverse,orkidea,metaverse orkidea,us
95444,O Melhor De Mim,Ana Carolina,o melhor de mim ana carolina,pt
241903,So Said Kay,The Field Mice,so said kay the field mice,us
240774,Hollow No More,Brian Mcfadden,hollow no more brian mcfadden,us
479478,Invitation To the Blues,Undertakin' Daddies,invitation to the blues undertakin' daddies,us
607397,I'm So Glad,Skip James,i'm so glad skip james,us
972927,Saturn Surfer,Jack Dangers,saturn surfer jack dangers,us
811417,Make Believe,Sintax the Terrific,make believe sintax the terrific,us
377867,Yu Mei De Deng Hou,Sarah Chen,yu mei de deng hou sarah chen,us
567377,C'était Moi,Jean-Claude Pascal,c'était moi jean-claude pascal,fr
258858,Record Lady,Lyle Lovett,record lady lyle lovett,us
197725,El Cantante Y La Orquesta,Angel Canales,el cantante y la orquesta angel canales,es
731629,You Failed,Patric C,you failed patric c,us
633687,Ocean of Trees,Alain Caron,ocean of trees alain caron,us
699700,Kiss Kiss,Chris Brown featuring T-Pain,kiss kiss chris brown featuring t-pain,us
795981,Be You,Irma Thomas / Dr. John,be you irma thomas / dr. john,us
679399,Like It Or Not,Darren Hayes,like it or not darren hayes,us
445253,Prohibited One (Interlude),Satoshi Tomiie,prohibited one (interlude) satoshi tomiie,us
219263,Soul Weep,Sintax the Terrific,soul weep sintax the terrific,us
347348,Off To Join The World,Blaine Larsen,off to join the world blaine larsen,us
392362,Make a Move Y'all,Capital Tax,make a move y'all capital tax,us
901632,The Gay Pride Parade,Patton Oswalt,the gay pride parade patton oswalt,us
861716,Hey_ Soul Sister (Made Famous By Train),Piano Tribute Players,hey_ soul sister (made famous by train) piano tribute players,us
583426,Killa Bees,Usual Suspects,killa bees usual suspects,us
481159,He Stopped Loving Her Today,Monkeywrench,he stopped loving her today monkeywrench,us
267106,Modesty Blaze,Software,modesty blaze software,us
133085,Splashing,John Paul,splashing john paul,us
902764,Faster,Funeral For A Friend,faster funeral for a friend,us
543448,Tu Eres Ajena,Frank Reyes,tu eres ajena frank reyes,us
695370,Love Again,Amit Erez,love again amit erez,us
474009,La Vida Es Una Flor,Loona,la vida es una flor loona,es
859586,Thirty Dirty Birds (2003 Digitally Remastered),Red Hot Chili Peppers,thirty dirty birds (2003 digitally remastered) red hot chili peppers,us
403324,Outta Mind,After The Fall,outta mind after the fall,us
435323,Fuente Esperanza (Nueva Mezcla) (2000 Digital Remaster),Héroes del Silencio,fuente esperanza (nueva mezcla) (2000 digital remaster) héroes del silencio,es
468758,Waste away,Spinecar,waste away spinecar,us
476140,Homework,The J. Geils Band,homework the j. geils band,nl
39897,Evidence,ALL:MY:FAULTS,evidence all:my:faults,us
893440,The Final Goodbye (Live),From Ashes Rise,the final goodbye (live) from ashes rise,us
79714,Mit letzter Kraft,Prinz Pi,mit letzter kraft prinz pi,us
823537,So Sincere,Gentle Giant,so sincere gentle giant,it
439125,Afrikya,Dub Incorporation,afrikya dub incorporation,us
788303,Rainy Weather Blues,Joe Turner,rainy weather blues joe turner,us
227239,Remember,Quest,remember quest,fr
768261,Being Boring,Pet Shop Boys,being boring pet shop boys,us
529779,I Know (Original Mix),Stan Kolev,i know (original mix) stan kolev,us
781269,Promised Land,Joe Smooth,promised land joe smooth,us
635380,Signs Of The End,Whitecross,signs of the end whitecross,us
660699,Chicago,Fred Falke,chicago fred falke,us
206725,Tight Spot,Sister Carol,tight spot sister carol,us
162139,P.S. I Hate You,Eleven Minutes Away,p.s. i hate you eleven minutes away,us
457033,One Way To Kill A Werewolf,Modern Day Escape,one way to kill a werewolf modern day escape,us
42764,Ragin' Storm,Kenny Blues Boss Wayne,ragin' storm kenny blues boss wayne,us
937458,The Marriage of Heaven & Hell Medley,Ashtar,the marriage of heaven & hell medley ashtar,us
942752,El Solveleto,Lorenzo,el solveleto lorenzo,it
530280,Heaven,Lester Flatt;Earl Scruggs,heaven lester flatt;earl scruggs,us
81784,Where Is The Love,SWV,where is the love swv,us
719926,Renuncia al sol -Big Simon Remix-,Skizoo,renuncia al sol -big simon remix- skizoo,it
829677,Even Fantastica,Floatation Toy Warning,even fantastica floatation toy warning,us
668261,Word Is Born,RUN-DMC,word is born run-dmc,us
197161,Luiza,Kurt Elling,luiza kurt elling,us
414700,Manali Summer,Gonga,manali summer gonga,us
731661,House of the Rising Sun,Eric Burdon,house of the rising sun eric burdon,us
795694,Volunteered Slavery,The Derek Trucks Band,volunteered slavery the derek trucks band,us
246760,Dapper Dan,Michael Jackson,dapper dan michael jackson,us
458555,Only Once,Maria McKee,only once maria mckee,us
163162,Girls Ain't Nothing But Trouble,Will Smith,girls ain't nothing but trouble will smith,us
722131,Beule sagt...,Extrabreit,beule sagt... extrabreit,fr
986172,Unknown,Awesome Color,unknown awesome color,us
471465,Funky On My Back (LP Version),Cold Blood,funky on my back (lp version) cold blood,us
457591,I Was A Fool (To Let You Go) (Album Version),Frank Sinatra Jr.,i was a fool (to let you go) (album version) frank sinatra jr.,us
635515,Dedication To Peo '97,Bigg Jus,dedication to peo '97 bigg jus,it
652810,Heatwave,Atari Teenage Riot,heatwave atari teenage riot,us
693694,Is It Really Me?,Helen Hobson,is it really me? helen hobson,us
285556,Grítenme Piedras Del Campo,Cuco Sánchez,grítenme piedras del campo cuco sánchez,es
372344,Dissect_ Exhume_ Devour... (Demo),Haemorrhage,dissect_ exhume_ devour... (demo) haemorrhage,fr
963566,Underground (Album Version),Life Of Agony,underground (album version) life of agony,us
64036,Let It Die,Foo Fighters,let it die foo fighters,us
920117,The Best Side Of Goodbye,Jane Olivor,the best side of goodbye jane olivor,us
769958,Take My Heart,Corey Hart,take my heart corey hart,us
563363,Trance Figure,School Of Seven Bells,trance figure school of seven bells,us
709911,Voodoo Love (Live),Monsters,voodoo love (live) monsters,nl
927169,The Lady's Not For Sale,Kris Kristofferson,the lady's not for sale kris kristofferson,us
70565,Shirked Obligations,Government Warning,shirked obligations government warning,us
559221,Seeker,Decal,seeker decal,nl
768626,Bringing Back the Sunshine,Andrae Crouch,bringing back the sunshine andrae crouch,us
94067,Freestylin' Crost The Pond,Paul Curreri,freestylin' crost the pond paul curreri,us
68035,More Love And Compassion,Brian Free & Assurance,more love and compassion brian free & assurance,us
336752,Rescue Me (Explicit),Buckcherry,rescue me (explicit) buckcherry,us
562756,I Don't Want To Wait (Album Version),PAULA COLE,i don't want to wait (album version) paula cole,us
966009,New September,Seeds,new september seeds,us
111094,Ya No Puedo Bailar,Loquillo Y Los Trogloditas,ya no puedo bailar loquillo y los trogloditas,es
726836,Susi,Los Fabulosos,susi los fabulosos,es
658572,History Of Pathos,Monkey Business,history of pathos monkey business,us
22920,Gimme The Breaks,A. Skillz & Krafty Kuts,gimme the breaks a. skillz & krafty kuts,us
188579,Gangstas featuring Eazy E (Album Version),Boyz N Da Hood,gangstas featuring eazy e (album version) boyz n da hood,us
370297,Rich Bitch,Iggy & The Stooges,rich bitch iggy & the stooges,us
177951,I Wanna See,Women In Docs,i wanna see women in docs,nl
289371,Sleigh Ride,Roster McCabe,sleigh ride roster mccabe,us
211897,Of Pavillions And Fountains,The Gathering,of pavillions and fountains the gathering,us
660021,Marie (Album Version),Leon Redbone,marie (album version) leon redbone,it
550451,Crazy Afrobeat,Tony Allen,crazy afrobeat tony allen,us
613189,Lift Me Up,Randy Crawford,lift me up randy crawford,us
648783,Y.B.B. Bomb (LP Version),Dubee,y.b.b. bomb (lp version) dubee,us
607926,Nobody Home,Heart,nobody home heart,us
731969,(I'm Gonna) Cry Myself Blind,Primal Scream;Denise Johnson;George Clinton,(i'm gonna) cry myself blind primal scream;denise johnson;george clinton,us
547353,Johnny guitar,Jeanne Balibar,johnny guitar jeanne balibar,us
727573,Milad,Omid,milad omid,us
417845,Index 6,I:Cube,index 6 i:cube,us
554479,The Following Sea (Live Version),Don Ho,the following sea (live version) don ho,us
985707,Red Black,Murder Inc.,red black murder inc.,us
72786,Banging The Door (Live),Public Image Ltd,banging the door (live) public image ltd,us
338418,Number One Kid (Robot Koch Remix),Filewile,number one kid (robot koch remix) filewile,us
369695,You Made A Believer (Out Of Me),Ruby Andrews,you made a believer (out of me) ruby andrews,us
964768,Lonely Avenue,Rita Chiarelli,lonely avenue rita chiarelli,it
924887,Gaye,Clifford T Ward,gaye clifford t ward,us
679651,Everyday,The Cinematic Orchestra,everyday the cinematic orchestra,us
774135,Kingdom for a Heart,SONATA ARCTICA,kingdom for a heart sonata arctica,us
279315,The Sea Whisperer,Lisa Gerrard,the sea whisperer lisa gerrard,us
582801,Wood Soup,Hilt,wood soup hilt,us
803531,Outdoor Man,Johnny Pearson,outdoor man johnny pearson,us
9735,No Te Creo,Gustavo Cerati,no te creo gustavo cerati,it
26928,Medley,Elvis Presley_ Carl Perkins & Jerry Lee Lewis,medley elvis presley_ carl perkins & jerry lee lewis,us
945427,Outside Edge,Greg MacPherson,outside edge greg macpherson,us
157539,The Auctioneer Song,Mick Thomas And The Sure Thing,the auctioneer song mick thomas and the sure thing,us
899204,Colin,Baddies,colin baddies,us
614805,Amin Bidness,Art Ensemble Of Chicago,amin bidness art ensemble of chicago,us
389167,Café Eclectica,Man Doki Soulmates,café eclectica man doki soulmates,us
330627,Time (LP Version),The Incredible String Band,time (lp version) the incredible string band,us
695438,Over The Rainbow,Little Anthony and The Imperials,over the rainbow little anthony and the imperials,us
908029,Butcher,Killing Joke,butcher killing joke,us
59125,Questo Amore,Giorgia,questo amore giorgia,it
813618,King Friend (The Showing Of The Instruments),Weatherbox,king friend (the showing of the instruments) weatherbox,us
462794,Get The Hell Outro (Get the hell out_ Disskiroedition_ Madam Dunya),MT,get the hell outro (get the hell out_ disskiroedition_ madam dunya) mt,us
373523,Can't Afford the Color,The Ivoryton Piano Factory,can't afford the color the ivoryton piano factory,us
311866,Music In Me (Acappella),Uniting Nations,music in me (acappella) uniting nations,it
391181,Le Piano Éléphant,Julien Clerc,le piano éléphant julien clerc,fr
970607,Universal,Lagartija Nick,universal lagartija nick,us
249701,Shine (Tracy Young Mix),Cyndi Lauper,shine (tracy young mix) cyndi lauper,us
545895,Stupid Teenagers,Jeff Wayne,stupid teenagers jeff wayne,us
42663,Night Of The Thumpasorus People,Parliament,night of the thumpasorus people parliament,us
997316,Our First Kiss,The Aquatones,our first kiss the aquatones,us
961627,Does He Love You (Lullaby Rendition of Reba McEntire),Hushabye Baby,does he love you (lullaby rendition of reba mcentire) hushabye baby,us
710563,The Fullness of The First Lights Freeze,Castanets,the fullness of the first lights freeze castanets,us
820831,Ya'll Playin' Games,The Dayton Family,ya'll playin' games the dayton family,us
447958,Psychotic Sleepover,Bargain Music,psychotic sleepover bargain music,us
612675,Journeys,Bugle,journeys bugle,fr
219126,Poznakomsya s moyey mamoy (??????????? ? ???? ?????),VIA GRA (??? ???),poznakomsya s moyey mamoy (??????????? ? ???? ?????) via gra (??? ???),us
674464,Not A Word,Twilightning,not a word twilightning,us
598863,Fhive,Elan,fhive elan,us
109351,Dags för en förändring,Tommy Körberg,dags för en förändring tommy körberg,us
302504,Flatline,J Majik,flatline j majik,us
575258,Life In Technicolor ii,Twinkle Twinkle Little Rock Star,life in technicolor ii twinkle twinkle little rock star,us
391537,"Symphony No.35 in D Haffner"": ii. Andante""",New York Philharmonic_ Leopold Stokowski,"symphony no.35 in d haffner"": ii. andante"" new york philharmonic_ leopold stokowski",us
406348,Teen Street,Janis Martin,teen street janis martin,nl
440529,The Great Big Burn (Album Version),Post Stardom Depression,the great big burn (album version) post stardom depression,us
327457,Blues De Memphis,Alain Goraguer,blues de memphis alain goraguer,fr
595391,Um Homem Solitário,Skank,um homem solitário skank,us
264708,If You Love Me (Let Me Know),Slim Whitman,if you love me (let me know) slim whitman,us
660463,APB,Grant Lee Buffalo,apb grant lee buffalo,fr
475783,Too Much,The Velvet Underground,too much the velvet underground,us
730801,La Espalda Te Dan,Los Chichos,la espalda te dan los chichos,es
745674,Lobbyest,Roadside Monument,lobbyest roadside monument,us
197623,Träume,Vox Celesta,träume vox celesta,us
47428,I Loves You Porgy,Nina Simone,i loves you porgy nina simone,us
694804,O mio babbino caro from Gianni Schicchi,Grover Washington_ Jr.;Orchestra of St. Luke's,o mio babbino caro from gianni schicchi grover washington_ jr.;orchestra of st. luke's,us
163097,Hard Livin',Martha Redbone,hard livin' martha redbone,us
768189,Never No Mo' Blues,Jimmie Skinner,never no mo' blues jimmie skinner,us
520562,I Heard An Echo Of A Cobras Bite,Gerling,i heard an echo of a cobras bite gerling,us
384416,God Only Knows (Album Version),Jonatha Brooke,god only knows (album version) jonatha brooke,us
813579,Manifest Destiny (Unreleased Recordings 1979),Rhino 39,manifest destiny (unreleased recordings 1979) rhino 39,us
804870,All That You Paid For,Falling Sickness,all that you paid for falling sickness,us
757955,Devil Of The Trail,Randy Kohrs,devil of the trail randy kohrs,us
190808,Whites Of Her Eyes,The Courteeners,whites of her eyes the courteeners,us
352811,Tingens Forbannelse,Gadget,tingens forbannelse gadget,us
29002,Story,NRA,story nra,us
184929,Yo Te Amo,Attaque 77,yo te amo attaque 77,es
467424,Mama,Garnett Silk,mama garnett silk,us
60750,The West,Cub Country,the west cub country,us
825475,Ants On A Log (Album Version),Randy Travis,ants on a log (album version) randy travis,us
63482,Womb to tomb,Chloé,womb to tomb chloé,us
871960,Con El Alma En La Piel,Lynda,con el alma en la piel lynda,es
290898,Not Those Kids,A Global Threat,not those kids a global threat,us
696409,Last Love Letter,Alison Krauss / Union Station,last love letter alison krauss / union station,fr
359272,Cut Me Loose' Stirngs Reprise,UNKLE,cut me loose' stirngs reprise unkle,us
875733,Heart,Cud,heart cud,us
486046,Dedicado a Ti (Live),Wilkins,dedicado a ti (live) wilkins,us
874737,Golden Age (LP Version),Yes,golden age (lp version) yes,us
880885,Emotiones,Samantha Sang,emotiones samantha sang,us
942114,Icarus_ The Flight,Flutlicht,icarus_ the flight flutlicht,us
5485,It Breaks,Tunng,it breaks tunng,us
325070,The Girl From LBC,Mathew Jonson,the girl from lbc mathew jonson,us
